# Constructed from biom file
# OTU ID	LSU_rRNA	taxonomy	taxid
32931	1.0	sk__Bacteria;k__;p__candidate_division_WWE3	422282
17584	3.0	sk__Bacteria;k__;p__candidate_division_Zixibacteria	1379697
25676	52.0	sk__Eukaryota	2759
30884	1.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Thraustochytrida;f__Thraustochytriaceae	33674
8026	51.0	sk__Eukaryota;k__;p__;c__Dinophyceae	2864
16847	3.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales	40984
23668	9.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae	33834
26304	8.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium	2924
12634	8.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium;s__Alexandrium_andersonii	327968
11397	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales	2953
4616	7.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae	66801
25803	3.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Gymnodinium	2955
7193	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Gymnodinium;s__Gymnodinium_impudicum	396600
16170	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Lophodiniales;f__Lophodiniaceae	589513
8910	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Lophodiniales;f__Lophodiniaceae;g__Biecheleriopsis;s__Biecheleriopsis_adriatica	1407008
34191	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Noctilucales	2964
32833	2.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Peridiniales;f__Pfiesteriaceae;g__Pfiesteria;s__Pfiesteria_piscicida	71001
20769	2.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Prorocentrales;f__Prorocentraceae;g__Prorocentrum	2944
25152	3.0	sk__Eukaryota;k__;p__;c__Hyphochytriomycetes;o__;f__Hyphochytriaceae	114255
21142	1.0	sk__Eukaryota;k__;p__;c__Ichthyosporea;o__Ichthyophonida;f__Ichthyophonidae	2586436
26045	1.0	sk__Eukaryota;k__;p__;c__Oomycetes	4762
11885	1.0	sk__Eukaryota;k__;p__;c__Oomycetes;o__Peronosporales;f__Peronosporaceae	4777
7829	4.0	sk__Eukaryota;k__;p__;c__Pelagophyceae;o__Pelagomonadales	54409
30834	5.0	sk__Eukaryota;k__;p__;c__Polycystinea;o__Collodaria;f__Collozoidae;g__Cladococcus;s__Cladococcus_viminalis	413938
36819	2.0	sk__Eukaryota;k__;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida;f__Uradiophoridae	947087
1575	3.0	sk__Eukaryota;k__;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida;f__Uradiophoridae;g__Heliospora;s__Heliospora_cf._longissima	997027
27365	2.0	sk__Eukaryota;k__;p__Bacillariophyta	2836
12457	1.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Bacillariophyceae	33849
14882	2.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Nitzschia;s__Nitzschia_sp._ChengR-2013	1324132
228	1.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales	265576
10021	4.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae	49236
5003	1.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Skeletonemataceae	33848
16851	2.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Skeletonemataceae;g__Skeletonema	2842
28372	2.0	sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Thalassiosiraceae	29202
7467	3.0	sk__Eukaryota;k__;p__Cercozoa	136419
11550	1.0	sk__Eukaryota;k__;p__Cercozoa;c__;o__Cercomonadida	188941
29253	1.0	sk__Eukaryota;k__;p__Cercozoa;c__Chlorarachniophyceae	29197
9927	5.0	sk__Eukaryota;k__;p__Cercozoa;c__Thecofilosea	1004930
15735	1.0	sk__Eukaryota;k__;p__Cercozoa;c__Thecofilosea;o__;f__Ebriacea;g__Ebria	361425
17917	2.0	sk__Eukaryota;k__;p__Cercozoa;c__Thecofilosea;o__Cryomonadida	589444
21909	2.0	sk__Eukaryota;k__;p__Cercozoa;c__Thecofilosea;o__Cryomonadida;f__Protaspidae;g__Cryothecomonas;s__Cryothecomonas_sp._APCC_MC5-1Cryo	741088
29403	4.0	sk__Eukaryota;k__;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida	693921
2842	1.0	sk__Eukaryota;k__;p__Endomyxa	2604748
15852	4.0	sk__Eukaryota;k__;p__Euglenozoa	33682
15903	2.0	sk__Eukaryota;k__;p__Haptista;c__Centroplasthelida;o__Pterocystida;f__Pterocystidae;g__Pterocystis;s__Pterocystis_tropica	299886
12486	2.0	sk__Eukaryota;k__;p__Imbricatea	1736114
14664	1.0	sk__Eukaryota;k__;p__Imbricatea;c__;o__Thaumatomonadida;f__Thaumatomastigidae	45098
12194	2.0	sk__Eukaryota;k__;p__Perkinsozoa	2497438
16424	9.0	sk__Eukaryota;k__Fungi	4751
1400	1.0	sk__Eukaryota;k__Fungi;p__Ascomycota;c__Sordariomycetes	147550
21184	1.0	sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_puteana	80637
29216	35.0	sk__Eukaryota;k__Metazoa	33208
30023	3.0	sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta	6341
34449	1.0	sk__Eukaryota;k__Metazoa;p__Arthropoda	6656
37030	1.0	sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta	50557
6500	1.0	sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Amphipoda	6821
21304	1.0	sk__Eukaryota;k__Metazoa;p__Gastrotricha;c__;o__Chaetonotida	41320
25392	1.0	sk__Eukaryota;k__Metazoa;p__Gastrotricha;c__;o__Chaetonotida;f__Chaetonotidae;g__Lepidodermella;s__Lepidodermella_squamata	1194616
22670	1.0	sk__Eukaryota;k__Metazoa;p__Mollusca	6447
20757	1.0	sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Calyptraeidae;g__Crepidula	52628
16828	1.0	sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Calyptraeidae;g__Crepidula;s__Crepidula_fornicata	176853
19579	2.0	sk__Eukaryota;k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida	6236
550	8.0	sk__Eukaryota;k__Metazoa;p__Nemertea;c__Pilidiophora	6218
14827	3.0	sk__Eukaryota;k__Metazoa;p__Nemertea;c__Pilidiophora;o__;f__Hubrechtidae	166028
25594	14.0	sk__Eukaryota;k__Metazoa;p__Nemertea;c__Pilidiophora;o__;f__Hubrechtidae;g__Hubrechtella	166031
11466	10.0	sk__Eukaryota;k__Metazoa;p__Nemertea;c__Pilidiophora;o__;f__Hubrechtidae;g__Hubrechtella;s__Hubrechtella_dubia	166032
5861	8.0	sk__Eukaryota;k__Metazoa;p__Nemertea;c__Pilidiophora;o__;f__Hubrechtidae;g__Hubrechtella;s__Hubrechtella_juliae	1683867
35929	2.0	sk__Eukaryota;k__Metazoa;p__Porifera;c__Demospongiae	6042
525	2.0	sk__Eukaryota;k__Metazoa;p__Xenacoelomorpha;c__;o__Acoela;f__Haploposthiidae	309553
32313	4.0	sk__Eukaryota;k__Viridiplantae	33090
19627	3.0	sk__Eukaryota;k__Viridiplantae;p__Chlorophyta	3041
31128	4.0	sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Palmophyllophyceae;o__Prasinococcales	485343
17712	6.0	sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida	3398
9135	1.0	sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Ammopiptanthus;s__Ammopiptanthus_mongolicus	126911
7202	1.0	sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Corchorus	93758
